ID,Title,Medium,Date,text,Height (cm),Width (cm),Depth (cm),Diameter (cm),Artist,URL,Name,Gender,BeginDate,EndDate,Nationality 
4eaf0b24bddaf7000100b6ef,La Liberté guidant le peuple (Liberty Leading the People),Oil on canvas,1830,260.1 × 325.4 cm,260.1,325.4,,,https://api.artsy.net/api/artists?artwork_id=4eaf0b24bddaf7000100b6ef,https://d32dm0rphc51dk.cloudfront.net/dJCFrPhuikHpcjELtngBRA/medium.jpg,Philipp Rumpf,male,,,
4eaf0cc176e78f000100bdc0,David,Bronze,1428-1432,158.2 cm,158.2,,,,https://api.artsy.net/api/artists?artwork_id=4eaf0cc176e78f000100bdc0,https://d32dm0rphc51dk.cloudfront.net/TwzrdD5yyuMV_nKZX3Bw4g/medium.jpg,Pieter van Sompel,male,,,
4eaf151bd2a582000100ba46,The Raft of the Medusa,Oil on canvas,1818-1819,491.5 × 716.5 cm,491.5,716.5,,,https://api.artsy.net/api/artists?artwork_id=4eaf151bd2a582000100ba46,https://d32dm0rphc51dk.cloudfront.net/bzu8zL8aWfe_lIdZmcB5TQ/medium.jpg,Christoph Nathe,male,,,
4eaf1910bddaf7000100d117,Isenheim Altarpiece,Oil on limewood,1506-1515,683.3 × 1651 cm,683.3,1651.0,,,https://api.artsy.net/api/artists?artwork_id=4eaf1910bddaf7000100d117,https://d32dm0rphc51dk.cloudfront.net/q26GGWSirpNM7YuMLgIlKw/medium.jpg,Ezra Ames,male,1768,1836,
4eaf1d2876e78f000100cf4f,The Tête à Tête,Oil on canvas,1743,70.1 × 91.2 cm,70.1,91.2,,,https://api.artsy.net/api/artists?artwork_id=4eaf1d2876e78f000100cf4f,https://d32dm0rphc51dk.cloudfront.net/5KJ7_u7BPqeltkfEnyijIw/medium.jpg,Joseph Bartholomew Kidd after John James Audubon,male,,,
4eaf1e4435118f000100d32a,La Grande Odalisque,Oil on canvas,1814,88.9 × 162.6 cm,88.9,162.6,,,https://api.artsy.net/api/artists?artwork_id=4eaf1e4435118f000100d32a,https://d32dm0rphc51dk.cloudfront.net/crVj8GvGliFrpExNfHWl4Q/medium.jpg, , , , , 
4eaf209c35118f000100dde6,Olympia,Oil on canvas,1863,130.6 × 190.2 cm,130.6,190.2,,,https://api.artsy.net/api/artists?artwork_id=4eaf209c35118f000100dde6,https://d32dm0rphc51dk.cloudfront.net/8OP240tfZuWHtSaPum_ePQ/medium.jpg,Domenico Tintoretto,male,1560,1635,Italian
4eb0259f7ec38b0001001021,Le Berceau (The Cradle),Oil on canvas,1872,56.1 × 46 cm,56.1,46.0,,,https://api.artsy.net/api/artists?artwork_id=4eb0259f7ec38b0001001021,https://d32dm0rphc51dk.cloudfront.net/UeJI0aLYPHZ3TYc_B6JkCg/medium.jpg,James Watson after Francis Cotes,male,,,
4eb063a5b1976400010071f0,The Anatomy Lesson of Dr. Nicolaes Tulp,Oil on canvas,1632,216.7 × 169.7 cm,216.7,169.7,,,https://api.artsy.net/api/artists?artwork_id=4eb063a5b1976400010071f0,https://d32dm0rphc51dk.cloudfront.net/kvFioLTBXu0SWZ52sge1FQ/medium.jpg,Master of 1515,male,,,
4eb0654269c04b00010096da,Dance at Le Moulin de la Galette (Bal du moulin de la galette),Oil on canvas,1876,131.1 × 175.3 cm,131.1,175.3,,,https://api.artsy.net/api/artists?artwork_id=4eb0654269c04b00010096da,https://d32dm0rphc51dk.cloudfront.net/eRWu6KaVL0uH2MD9y8ZFhw/medium.jpg,Israhel van Meckenem after Martin Schongauer,male,,,
4eb068115fb415000100a26a,The Gates of Hell (Detail: The Thinker),Bronze and marble,1902,1600.2 × 990.6 cm,1600.2,990.6,,,https://api.artsy.net/api/artists?artwork_id=4eb068115fb415000100a26a,https://d32dm0rphc51dk.cloudfront.net/HneZ_vS4Y9qlam7Uj-xBjA/medium.jpg,Robert Polhill Bevan,male,,,
4eb06c8c5fb415000100b92d,"Le debarquement de Marie de Médicis au port de Marseille le 3 November 1600 (Maria Medici arrives in Marseille, Nov. 3 1600)",Oil on canvas,ca. 1622-1625,394.2 × 295.1 cm,394.2,295.1,,,https://api.artsy.net/api/artists?artwork_id=4eb06c8c5fb415000100b92d,https://d32dm0rphc51dk.cloudfront.net/nivmR8d4gTT7TtkoLwqFiA/medium.jpg,Workshop of Severo da Ravenna,male,,,
4eb077c25fb415000100dd91,Self-Portrait with Bandaged Ear,Oil on canvas,1889,60.5 × 50 cm,60.5,50.0,,,https://api.artsy.net/api/artists?artwork_id=4eb077c25fb415000100dd91,https://d32dm0rphc51dk.cloudfront.net/urJNHDCBl7n_iQmKmYUN7w/medium.jpg,Quentin-Pierre Chedel after Jean-Baptiste Oudry,male,,,
4eb07ac455422d000100ca2b,The Allegory of Painting,Oil on canvas,ca. 1666,130 × 110 cm,130.0,110.0,,,https://api.artsy.net/api/artists?artwork_id=4eb07ac455422d000100ca2b,https://d32dm0rphc51dk.cloudfront.net/gTPexURCjkBek6MrG7g1bg/medium.jpg,Francesco Bartolozzi after Sir Joshua Reynolds,male,,,
4eb080ebaf49300001010899,L'Embarquement pour Cythère (The Embarkation for Cythera),Oil on canvas,1717,129 × 194.1 cm,129.0,194.1,,,https://api.artsy.net/api/artists?artwork_id=4eb080ebaf49300001010899,https://d32dm0rphc51dk.cloudfront.net/Ux_L_UKjxgR-gJ6XZYVgVg/medium.jpg,Niccolò Boldrini,male,,,
4eb18d156c4c0c00010005bc,A Buddha,Copper alloy inlaid with crystal and obsidian,1890,65.7 × 31.8 × 22.9 cm,65.7,31.8,22.9,,https://api.artsy.net/api/artists?artwork_id=4eb18d156c4c0c00010005bc,https://d32dm0rphc51dk.cloudfront.net/ZTrcPcyWDz0U3hng4yZM9w/medium.jpg,James Fagan,male,1864,1940,American
4eb191804bf5a900010007c6,A Norman Milkmaid at Gréville,Oil on cardboard,1871,80 × 55.6 cm,80.0,55.6,,,https://api.artsy.net/api/artists?artwork_id=4eb191804bf5a900010007c6,https://d32dm0rphc51dk.cloudfront.net/pvkrk6CX9REDaktWb-3VGg/medium.jpg,Giovanni Battista Trotti,male,1555,1612,
4eb191d7085cf500010003e1,"A Court Scene, Folio from a Manuscript of Sadi's Gulistan (Rose Garden) ","Opaque watercolor, gold, and ink on paper",1596,26.4 × 14.6 cm,26.4,14.6,,,https://api.artsy.net/api/artists?artwork_id=4eb191d7085cf500010003e1,https://d32dm0rphc51dk.cloudfront.net/cK3QmARkRi9Yba7rCDzCVg/medium.jpg,Sébastien Le Clerc I,male,,,
4eb193694bf5a90001000af3,A Scene from the Life of St. Martin,Oil on canvas,ca. 1737,39.7 × 26 cm,39.7,26.0,,,https://api.artsy.net/api/artists?artwork_id=4eb193694bf5a90001000af3,https://d32dm0rphc51dk.cloudfront.net/yISVWv-NOtYHBNmaDWNDHw/medium.jpg,Pierre Drevet after Nicolas de Largilliérre,,,,
4eb194f4085cf50001000bde,Allegory of Navigation with a Cross-Staff: Averroës,Oil on canvas,1557,204.5 × 116.8 cm,204.5,116.8,,,https://api.artsy.net/api/artists?artwork_id=4eb194f4085cf50001000bde,https://d32dm0rphc51dk.cloudfront.net/Go5RsteUJGDcNVFyeuPEjQ/medium.jpg,Susan C. Waters,,,,
4eb196fc085cf500010012cf,Allegory of Navigation with an Astrolabe: Ptolemy,Oil on canvas,1557,204.5 × 116.8 cm,204.5,116.8,,,https://api.artsy.net/api/artists?artwork_id=4eb196fc085cf500010012cf,https://d32dm0rphc51dk.cloudfront.net/Ou8elzcyEpGSGmd1q-1JzQ/medium.jpg,Gustave Doré,male,1832,1883,French
4eb19840b4da190001001a25,Aux Ambassadeurs,Etching,1879-1880,24.9 × 30.6 cm,24.9,30.6,,,https://api.artsy.net/api/artists?artwork_id=4eb19840b4da190001001a25,https://d32dm0rphc51dk.cloudfront.net/r_Z0oC3yT1wrnYCCBONOlw/medium.jpg,Luigi Vanvitelli,male,1700,1773,
4eb1a0f9b4da1900010023fe,Acrobat ,Slip-painted ceramic,200 BCE -CE 500,24.1 × 20.3 × 30.5 cm,24.1,20.3,30.5,,https://api.artsy.net/api/artists?artwork_id=4eb1a0f9b4da1900010023fe,https://d32dm0rphc51dk.cloudfront.net/OuQRXLZ0YCb3mLVtvBFFKA/medium.jpg,Jacobus Houbraken,male,1698,1780,
4eb1a2e7b89d900001003a84,Altar Attendant (Tongja) Holding a Turtle,Carved wood with pigments,Joseon dynasty (1392-1910); 18th century,45.7 × 19.7 × 17.8 cm,45.7,19.7,17.8,,https://api.artsy.net/api/artists?artwork_id=4eb1a2e7b89d900001003a84,https://d32dm0rphc51dk.cloudfront.net/UvlNTfq13MeqvLjjbiqTqA/medium.jpg, , , , , 
4eb1a439b89d900001003d82,Articles of Porcelain,Calotype,ca. 1844,13.7 × 18.1 cm,13.7,18.1,,,https://api.artsy.net/api/artists?artwork_id=4eb1a439b89d900001003d82,https://d32dm0rphc51dk.cloudfront.net/UjYqzgr_kucaEo6RQ3gt2A/medium.jpg,Jean-Pierre-Antoine Tassaert,male,1727,1788,
4eb1a5b34bf5a90001003086,Buddha Shakyamuni,"Stone, gray schist",2nd -3rd century,120.7 × 40.6 × 49.5 cm,120.7,40.6,49.5,,https://api.artsy.net/api/artists?artwork_id=4eb1a5b34bf5a90001003086,https://d32dm0rphc51dk.cloudfront.net/4yDPdt05qr6APLkSVfqWTQ/medium.jpg,Reverend Calvert Richard Jones,male,1804,1877,British
4eb1a6be085cf500010025b5,Cheekpiece from a Horse Bit,Bronze,1000-650 B.C.,15.2 × 21.6 cm,15.2,21.6,,,https://api.artsy.net/api/artists?artwork_id=4eb1a6be085cf500010025b5,https://d32dm0rphc51dk.cloudfront.net/iA0HGhmJGgnOpdWXGriW3Q/medium.jpg,Hans Baldung,male,1484 or 1485,1545,German
4eb1a8d84bf5a900010035c0,Christ in Limbo,Oil on canvas,ca. 1655,167.6 × 120.7 cm,167.6,120.7,,,https://api.artsy.net/api/artists?artwork_id=4eb1a8d84bf5a900010035c0,https://d32dm0rphc51dk.cloudfront.net/26F-uNFsxVhqnw9xD9PmYQ/medium.jpg,James Hulett after George Vertue,male,,,
4eb1a9c44bf5a90001003821,Christ with the Crown of Thorns,Tempera on panel,ca. 1500,73.7 × 62.2 cm,73.7,62.2,,,https://api.artsy.net/api/artists?artwork_id=4eb1a9c44bf5a90001003821,https://d32dm0rphc51dk.cloudfront.net/-hplCqtR1BlhU0aXVkrfWw/medium.jpg,Quentin-Pierre Chedel after Jean-Baptiste Oudry,male,,,
4eb1ab32b4da1900010033da,Diana Resting,Oil on canvas,ca. 1845,40.6 × 33 cm,40.6,33.0,,,https://api.artsy.net/api/artists?artwork_id=4eb1ab32b4da1900010033da,https://d32dm0rphc51dk.cloudfront.net/rYxPsPzfPM2q4aKBChTFyw/medium.jpg,Honoré Daumier,male,1808,1879,French
4eb1ad44085cf5000100316f,Eve,Bronze,first modeled ca. 1881; this cast 1968,172.7 × 48.3 × 63.5 cm,172.7,48.3,63.5,,https://api.artsy.net/api/artists?artwork_id=4eb1ad44085cf5000100316f,https://d32dm0rphc51dk.cloudfront.net/3oGrXzN5qrTp7DD0STLUig/medium.jpg,Mark Catesby,male,1683,1749,
4eb1ae2fb4da1900010042a5,Falcon on a Pedestal,Enameled silver and repoussé silver inlaid with glass,Late 19th century,19.1 × 12.4 cm,19.1,12.4,,,https://api.artsy.net/api/artists?artwork_id=4eb1ae2fb4da1900010042a5,https://d32dm0rphc51dk.cloudfront.net/SRj39moyw9bwM2sgTQQPYw/medium.jpg,Jean-Baptiste Rigaud,male,,,
4eb1af0c2135c200010027b5,Figures in a Landscape,"Album leaf, ink, and color on silk",Joseon Dynasty (1392-1910); 17th century,24.1 × 20.3 cm,24.1,20.3,,,https://api.artsy.net/api/artists?artwork_id=4eb1af0c2135c200010027b5,https://d32dm0rphc51dk.cloudfront.net/KmdD_uGwwjf8wPsE9friRA/medium.jpg,Honoré Daumier,male,1808,1879,French
4eb1b0502135c20001002ce1,Foliated Dish with Landscape,"Swatow ware, wheel-thrown stoneware with blue-tinted glaze and overglaze enamel painted decoration","Late Ming dynasty, 1550, 1644",40.3 cm diameter,,,,40.3,https://api.artsy.net/api/artists?artwork_id=4eb1b0502135c20001002ce1,https://d32dm0rphc51dk.cloudfront.net/rgqpv0Gv5MW82XNgTBtrVA/medium.jpg,Lovis Corinth,male,1858,1925,German
4eb1b131b89d900001005c7c,Grande Arabesque,Bronze,first modeled ca. 1885-1890; this example cast posthumously,41.9 × 57.2 × 14 cm,41.9,57.2,14.0,,https://api.artsy.net/api/artists?artwork_id=4eb1b131b89d900001005c7c,https://d32dm0rphc51dk.cloudfront.net/awbfDv2AP4i3rNlly7hkQQ/medium.jpg,Robert Nanteuil,male,1623,1678,
4eb1b26b2135c200010030d8,Hacha in the Form of a Jaguar,Andesite,700-900,35.6 cm,35.6,,,,https://api.artsy.net/api/artists?artwork_id=4eb1b26b2135c200010030d8,https://d32dm0rphc51dk.cloudfront.net/UtkgO03x5BxmQgf6qi6Twg/medium.jpg,Rembrandt van Rijn,male,1606,1669,Dutch
4eb1b637c8004a00010073c1,Head of Buddha Shakyamuni,Terracotta,375-400,20.3 × 12.7 × 14 cm,20.3,12.7,14.0,,https://api.artsy.net/api/artists?artwork_id=4eb1b637c8004a00010073c1,https://d32dm0rphc51dk.cloudfront.net/TwOr94dh76zsD_L1L3aAcg/medium.jpg,Adrien Manglard,male,1695,1760,French
4eb1b712085cf50001005566,Henri IV Conferring the Regency upon Marie de&#x27; Medici (after Rubens),Oil on canvas,made before 1834,88.3 × 115.9 cm,88.3,115.9,,,https://api.artsy.net/api/artists?artwork_id=4eb1b712085cf50001005566,https://d32dm0rphc51dk.cloudfront.net/hLa_867VJ3ToDxpAjf20XA/medium.jpg,Francisco de Goya,male,1746,1828,Spanish
4eb1b8b9c8004a0001007717,Holy Family,Oil on canvas,ca. 1497,151.1 × 90.8 cm,151.1,90.8,,,https://api.artsy.net/api/artists?artwork_id=4eb1b8b9c8004a0001007717,https://d32dm0rphc51dk.cloudfront.net/lr9aQk_D9nrgRc5tN9Rn3w/medium.jpg, , , , , 
4eb1b983b4da190001006a71,Il Penseroso,Oil on canvas,1845,82.2 × 122.1 cm,82.2,122.1,,,https://api.artsy.net/api/artists?artwork_id=4eb1b983b4da190001006a71,https://d32dm0rphc51dk.cloudfront.net/A5l3x5fdpaiBKi-PQRhKug/medium.jpg, , , , , 
4eb1ba00b4da190001006d13,Jar with Dragon and Clouds,Wheel-thrown porcelain with blue painted decoration under clear glaze,Joseon dynasty (1392-1910); 18th century,34.3 cm diameter,44.5,,,34.3,https://api.artsy.net/api/artists?artwork_id=4eb1ba00b4da190001006d13,https://d32dm0rphc51dk.cloudfront.net/lOq-g0K8kNxNxbJ1PH-lgQ/medium.jpg,Édouard Manet,male,1832,1883,French
4eb1bb87b89d9000010081f8,Landscape with Dunes,Oil on oak panel,1649,52.4 × 67.6 cm,52.4,67.6,,,https://api.artsy.net/api/artists?artwork_id=4eb1bb87b89d9000010081f8,https://d32dm0rphc51dk.cloudfront.net/6WUlqksxv6QpKJf5m35Jhg/medium.jpg,Alphonse Legros,male,1837,1911,French
4eb1be982135c20001006492,Madonna and Child,Oil on panel,ca. 1465,69.2 × 47 cm,69.2,47.0,,,https://api.artsy.net/api/artists?artwork_id=4eb1be982135c20001006492,https://d32dm0rphc51dk.cloudfront.net/1Xts4rq9Mtq9finPytkQ0w/medium.jpg,Jean-Louis Forain,male,1852,1931,French
4eb1bf44c8004a0001009b72,Marsyas (Torso of &#x27;The Falling Man&#x27;),Bronze,first modeled ca. 1882; this cast 1970,102.4 × 73.7 × 45.7 cm,102.4,73.7,45.7,,https://api.artsy.net/api/artists?artwork_id=4eb1bf44c8004a0001009b72,https://d32dm0rphc51dk.cloudfront.net/tWioJh2ie2bZrMAYQTFlwA/medium.jpg,John Flaxman,male,1755,1826,English
4eb1c0bb4bf5a900010082f6,Minotaur or Faun and Nymph,Plaster,ca. 1886,34.3 × 27.9 × 22.2 cm,34.3,27.9,22.2,,https://api.artsy.net/api/artists?artwork_id=4eb1c0bb4bf5a900010082f6,https://d32dm0rphc51dk.cloudfront.net/h9Ptq64f-r3LmhaTjjralQ/medium.jpg,"Claes Jansz Visscher after Johannes van Doetechum, the Elder after Lucas van Doetechum after Master of the Small Landscapes",male,,,
4eb1c1744bf5a90001008b33,The Israelites Gathering Manna in the Desert,Oil on wood,ca. 1626-1627,64.8 × 53.3 cm,64.8,53.3,,,https://api.artsy.net/api/artists?artwork_id=4eb1c1744bf5a90001008b33,https://d32dm0rphc51dk.cloudfront.net/XOHBHMSnhPBFj65FVqvrWA/medium.jpg,Alphonse Legros,male,1837,1911,French
4eb1c209b89d90000100b9f6,Monument to Honore de Balzac,Bronze,first modeled 1897; this cast 1967,297.2 × 120 × 120 cm,297.2,120.0,120.0,,https://api.artsy.net/api/artists?artwork_id=4eb1c209b89d90000100b9f6,https://d32dm0rphc51dk.cloudfront.net/qWIkZIQqyFwZsSZX_Dz9Cg/medium.jpg,Honoré Daumier,male,1808,1879,French
4eb1c7c5b4da19000100c841,Portrait of Pieter Tjarck,Oil on canvas,ca. 1635 -1638,85.2 × 69.1 cm,85.2,69.1,,,https://api.artsy.net/api/artists?artwork_id=4eb1c7c5b4da19000100c841,https://d32dm0rphc51dk.cloudfront.net/Y4gv52RhW9DDrZcpvng_7A/medium.jpg,Hendrik Goltzius after Polidoro da Caravaggio,male,,,
4eb1c899c8004a000100deb3,Portrait of a Young Woman with a White Coif,Oil and tempera on panel,1541,11.1 cm diameter,,,,11.1,https://api.artsy.net/api/artists?artwork_id=4eb1c899c8004a000100deb3,https://d32dm0rphc51dk.cloudfront.net/liVgLUFu6xbnj4WXLn9UGA/medium.jpg,James Abbott McNeill Whistler,male,1834,1903,American
4eb2ddfe48eeb80001007e39,Portrait of Dirck Jansz Pesser,Oil on wood,ca. 1634,64.8 × 50.5 cm,64.8,50.5,,,https://api.artsy.net/api/artists?artwork_id=4eb2ddfe48eeb80001007e39,https://d32dm0rphc51dk.cloudfront.net/Ni0KtFYcW3uYxPhDkqWlhw/medium.jpg,Nicolas-Toussaint Charlet,male,,,
4eb2dee448eeb8000100818c,Portrait of George Washington,Marble,ca. 1786,59.7 × 33.8 × 25.4 cm,59.7,33.8,25.4,,https://api.artsy.net/api/artists?artwork_id=4eb2dee448eeb8000100818c,https://d32dm0rphc51dk.cloudfront.net/D8q8dcE33s-6cJ0F3HXBYg/medium.jpg,Honoré Daumier,male,1808,1879,French
4eb2df85e742d70001006d15,Portrait of Giacomo Dolfin,Oil on canvas,ca. 1531,104.9 × 91 cm,104.9,91.0,,,https://api.artsy.net/api/artists?artwork_id=4eb2df85e742d70001006d15,https://d32dm0rphc51dk.cloudfront.net/qR20j68cMQL7iRxpZ9q2GA/medium.jpg,Jean Morin,male,,,
4eb2e100e9bbd90001006bf7,"Portrait of Mrs. Edward L. Davis, and Her Son, Livingston Davis",Oil on canvas,1890,218.8 × 122.6 cm,218.8,122.6,,,https://api.artsy.net/api/artists?artwork_id=4eb2e100e9bbd90001006bf7,https://d32dm0rphc51dk.cloudfront.net/7OGIBY6NN9FoRx9z02ctTQ/medium.jpg,Jacques Callot,male,1592,1635,French
4eb2e2b2e9bbd90001007077,River Landscape,Oil and tempera on canvas,1578,46.5 × 74.5 cm,46.5,74.5,,,https://api.artsy.net/api/artists?artwork_id=4eb2e2b2e9bbd90001007077,https://d32dm0rphc51dk.cloudfront.net/mqzO8xQJpZItqTx4rmIeIg/medium.jpg,Albrecht Altdorfer,male,1480,1538,German
4eb2e32f6e2a5c00010083a5,Saint John the Baptist Preaching,Bronze,first modeled 1878; this cast 1966,80 × 48.3 × 24.1 cm,80.0,48.3,24.1,,https://api.artsy.net/api/artists?artwork_id=4eb2e32f6e2a5c00010083a5,https://d32dm0rphc51dk.cloudfront.net/pZH4DxY9dHFaZqQUsqLZSA/medium.jpg,Jacques Callot,male,1592,1635,French
4eb2e4bedf024e0001007388,Saint Martin Sharing his Coat with a Beggar,Oil on canvas,ca. 1737,39.7 × 26.4 cm,39.7,26.4,,,https://api.artsy.net/api/artists?artwork_id=4eb2e4bedf024e0001007388,https://d32dm0rphc51dk.cloudfront.net/Y5NqJrtBP6FebbH9ZsgZIw/medium.jpg,Herman van Swanevelt,male,1603,1655,
4eb2e58d48eeb8000100910d,Seine and Old Bridge at Limay,Oil on canvas,1872,40.6 × 66 cm,40.6,66.0,,,https://api.artsy.net/api/artists?artwork_id=4eb2e58d48eeb8000100910d,https://d32dm0rphc51dk.cloudfront.net/AC0ggql5zqFgPnFrehnnow/medium.jpg,Michel Lasne,male,1590,1667,
4eb2e60be742d700010078e4,Shiva as the Lord of Dance,Red sandstone,ca. 800,74.9 × 40.6 × 16.5 cm,74.9,40.6,16.5,,https://api.artsy.net/api/artists?artwork_id=4eb2e60be742d700010078e4,https://d32dm0rphc51dk.cloudfront.net/LBPUfdKzkqA85uWDfhB-3g/medium.jpg,Mark Catesby,male,1683,1749,
4eb2e9396e2a5c0001008c3d,Shiva&#x27;s Family,Sandstone,mid-10th century,85.7 × 50.5 × 27.3 cm,85.7,50.5,27.3,,https://api.artsy.net/api/artists?artwork_id=4eb2e9396e2a5c0001008c3d,https://d32dm0rphc51dk.cloudfront.net/IDp773B8YY5PcDRo-DyteA/medium.jpg,Charles Sprague Pearce,male,1851,1914,American
4eb2eb13e742d70001007baf,'Spring' or 'Joy',White marble on red marble socle,ca. 1685,80 × 55.9 × 26.7 cm,80.0,55.9,26.7,,https://api.artsy.net/api/artists?artwork_id=4eb2eb13e742d70001007baf,https://d32dm0rphc51dk.cloudfront.net/bLrCBfsuvlD2eAFxhUtSsw/medium.jpg,Nicoletto da Modena,male,,,
4eb2f2336e2a5c000100a31c,St. Sebastian with St. Irene and Attendant,Oil on panel,1858,38.1 × 50.8 cm,38.1,50.8,,,https://api.artsy.net/api/artists?artwork_id=4eb2f2336e2a5c000100a31c,https://d32dm0rphc51dk.cloudfront.net/928AFoi_TvRLdP0cR0FvjQ/medium.jpg,Jacques Callot,male,1592,1635,French
4eb2f3dce9bbd90001009b2a,Standing Ibex,Bronze,date unknown,16.5 cm,16.5,,,,https://api.artsy.net/api/artists?artwork_id=4eb2f3dce9bbd90001009b2a,https://d32dm0rphc51dk.cloudfront.net/TauC_vMCZL5yUXnb_Ydfhg/medium.jpg,Jacques Callot,male,1592,1635,French
4eb2f508364b4c0001009e9c,"Still Life with Cheeses, Artichoke, and Cherries",Oil on wood,ca. 1625,46.7 × 33.3 cm,46.7,33.3,,,https://api.artsy.net/api/artists?artwork_id=4eb2f508364b4c0001009e9c,https://d32dm0rphc51dk.cloudfront.net/dQvJAIgnJpe9uBgyPDpMIg/medium.jpg,Jean-Louis Forain,male,1852,1931,French
4eb2f61be742d7000100b5b4,The Apostle St. Andrew,Oil on canvas,ca. 1600,71.1 × 54.6 cm,71.1,54.6,,,https://api.artsy.net/api/artists?artwork_id=4eb2f61be742d7000100b5b4,https://d32dm0rphc51dk.cloudfront.net/4Hybs64APBuCsWuvi-fT_g/medium.jpg,Matthes Gebel,male,,,
